quarter,fund_id,fund_name,investment_id,investment_name,component,amount,formula
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d87e8f7-9730-4f48-ab72-1ff741aa753a,Riverfront Apartments,ending_nav_attributable,59817838.536000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d87e8f7-9730-4f48-ab72-1ff741aa753a,Riverfront Apartments,fund_attributable_operating_cash_flow,158217.160000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d87e8f7-9730-4f48-ab72-1ff741aa753a,Riverfront Apartments,gross_return_amount,-134690.408000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d87e8f7-9730-4f48-ab72-1ff741aa753a,Riverfront Apartments,beginning_nav_attributable,64742798.208000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d87e8f7-9730-4f48-ab72-1ff741aa753a,Riverfront Apartments,ending_nav_attributable,35744027.928000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d87e8f7-9730-4f48-ab72-1ff741aa753a,Riverfront Apartments,fund_attributable_operating_cash_flow,166861.192000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d87e8f7-9730-4f48-ab72-1ff741aa753a,Riverfront Apartments,gross_return_amount,-28831909.0880000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,b72d7d6d-396d-4787-9075-f739d23a10f3,Pacific Gateway Hotel,beginning_nav_attributable,8019799.720000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,b72d7d6d-396d-4787-9075-f739d23a10f3,Pacific Gateway Hotel,ending_nav_attributable,11757608.776000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,b72d7d6d-396d-4787-9075-f739d23a10f3,Pacific Gateway Hotel,fund_attributable_operating_cash_flow,212813.872000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,b72d7d6d-396d-4787-9075-f739d23a10f3,Pacific Gateway Hotel,gross_return_amount,3950622.92800000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,b72d7d6d-396d-4787-9075-f739d23a10f3,Pacific Gateway Hotel,beginning_nav_attributable,20887381.728000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,b72d7d6d-396d-4787-9075-f739d23a10f3,Pacific Gateway Hotel,ending_nav_attributable,35166129.456000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,b72d7d6d-396d-4787-9075-f739d23a10f3,Pacific Gateway Hotel,fund_attributable_operating_cash_flow,217958.408000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,b72d7d6d-396d-4787-9075-f739d23a10f3,Pacific Gateway Hotel,gross_return_amount,14496706.1360000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,9689adf7-6e9f-43d4-a4db-e0c3b6a979a3,Meridian Office Tower,beginning_nav_attributable,39291242.760000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,9689adf7-6e9f-43d4-a4db-e0c3b6a979a3,Meridian Office Tower,ending_nav_attributable,39478410.280000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,9689adf7-6e9f-43d4-a4db-e0c3b6a979a3,Meridian Office Tower,fund_attributable_operating_cash_flow,-135831.736000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,9689adf7-6e9f-43d4-a4db-e0c3b6a979a3,Meridian Office Tower,gross_return_amount,51335.784000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,9689adf7-6e9f-43d4-a4db-e0c3b6a979a3,Meridian Office Tower,beginning_nav_attributable,42090190.200000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,9689adf7-6e9f-43d4-a4db-e0c3b6a979a3,Meridian Office Tower,ending_nav_attributable,24017859.488000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,9689adf7-6e9f-43d4-a4db-e0c3b6a979a3,Meridian Office Tower,fund_attributable_operating_cash_flow,-133080.744000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,9689adf7-6e9f-43d4-a4db-e0c3b6a979a3,Meridian Office Tower,gross_return_amount,-18205411.4560000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6e5be7a6-b228-4031-8799-ed5ab01c92ff,Summit Retail Center,beginning_nav_attributable,19054168.000000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6e5be7a6-b228-4031-8799-ed5ab01c92ff,Summit Retail Center,ending_nav_attributable,18677544.984000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6e5be7a6-b228-4031-8799-ed5ab01c92ff,Summit Retail Center,fund_attributable_operating_cash_flow,-113121.552000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6e5be7a6-b228-4031-8799-ed5ab01c92ff,Summit Retail Center,gross_return_amount,-489744.568000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6e5be7a6-b228-4031-8799-ed5ab01c92ff,Summit Retail Center,beginning_nav_attributable,20608260.432000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6e5be7a6-b228-4031-8799-ed5ab01c92ff,Summit Retail Center,ending_nav_attributable,5597068.800000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6e5be7a6-b228-4031-8799-ed5ab01c92ff,Summit Retail Center,fund_attributable_operating_cash_flow,-111623.552000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6e5be7a6-b228-4031-8799-ed5ab01c92ff,Summit Retail Center,gross_return_amount,-15122815.1840000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6c6f1416-e1a4-43ff-bbe6-cad3967f97ff,Downtown Mixed-Use,beginning_nav_attributable,27135701.120000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6c6f1416-e1a4-43ff-bbe6-cad3967f97ff,Downtown Mixed-Use,ending_nav_attributable,27036590.448000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6c6f1416-e1a4-43ff-bbe6-cad3967f97ff,Downtown Mixed-Use,fund_attributable_operating_cash_flow,-131271.504000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6c6f1416-e1a4-43ff-bbe6-cad3967f97ff,Downtown Mixed-Use,gross_return_amount,-230382.176000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6c6f1416-e1a4-43ff-bbe6-cad3967f97ff,Downtown Mixed-Use,beginning_nav_attributable,29536423.408000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6c6f1416-e1a4-43ff-bbe6-cad3967f97ff,Downtown Mixed-Use,ending_nav_attributable,4667525.816000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6c6f1416-e1a4-43ff-bbe6-cad3967f97ff,Downtown Mixed-Use,fund_attributable_operating_cash_flow,-129122.920000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6c6f1416-e1a4-43ff-bbe6-cad3967f97ff,Downtown Mixed-Use,gross_return_amount,-24998020.5120000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6a793adf-cdfb-49f3-8a2e-440d38c48dea,Ironworks Mixed-Use,beginning_nav_attributable,11906049.008000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6a793adf-cdfb-49f3-8a2e-440d38c48dea,Ironworks Mixed-Use,ending_nav_attributable,15133222.104000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6a793adf-cdfb-49f3-8a2e-440d38c48dea,Ironworks Mixed-Use,fund_attributable_operating_cash_flow,-290305.616000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6a793adf-cdfb-49f3-8a2e-440d38c48dea,Ironworks Mixed-Use,gross_return_amount,2936867.48000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6a793adf-cdfb-49f3-8a2e-440d38c48dea,Ironworks Mixed-Use,beginning_nav_attributable,24906857.016000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6a793adf-cdfb-49f3-8a2e-440d38c48dea,Ironworks Mixed-Use,ending_nav_attributable,-1423443.200000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6a793adf-cdfb-49f3-8a2e-440d38c48dea,Ironworks Mixed-Use,fund_attributable_operating_cash_flow,-288006.280000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,6a793adf-cdfb-49f3-8a2e-440d38c48dea,Ironworks Mixed-Use,gross_return_amount,-26618306.4960000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000001,MRF III – Dallas Multifamily Cluster,beginning_nav_attributable,29232484.232000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000001,MRF III – Dallas Multifamily Cluster,ending_nav_attributable,29278927.448000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000001,MRF III – Dallas Multifamily Cluster,fund_attributable_operating_cash_flow,237399.328000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000001,MRF III – Dallas Multifamily Cluster,gross_return_amount,283842.544000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000001,MRF III – Dallas Multifamily Cluster,beginning_nav_attributable,33541741.592000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000001,MRF III – Dallas Multifamily Cluster,ending_nav_attributable,34281738.800000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000001,MRF III – Dallas Multifamily Cluster,fund_attributable_operating_cash_flow,250813.760000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000001,MRF III – Dallas Multifamily Cluster,gross_return_amount,990810.968000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000002,MRF III – Phoenix Value-Add Portfolio,beginning_nav_attributable,19326801.408000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000002,MRF III – Phoenix Value-Add Portfolio,ending_nav_attributable,18984477.760000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000002,MRF III – Phoenix Value-Add Portfolio,fund_attributable_operating_cash_flow,-274547.664000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000002,MRF III – Phoenix Value-Add Portfolio,gross_return_amount,-616871.312000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000002,MRF III – Phoenix Value-Add Portfolio,beginning_nav_attributable,0E-12,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000002,MRF III – Phoenix Value-Add Portfolio,ending_nav_attributable,0E-12,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000002,MRF III – Phoenix Value-Add Portfolio,fund_attributable_operating_cash_flow,-268980.256000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0001-0010-0001-000000000001,Meridian Real Estate Fund III,a1b2c3d4-0001-0010-0002-000000000002,MRF III – Phoenix Value-Add Portfolio,gross_return_amount,-268980.256000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0002-0020-0001-000000000001,Meridian Credit Opportunities Fund I,a1b2c3d4-0002-0020-0002-000000000002,Midtown Towers – Atlanta GA,beginning_nav_attributable,82128750.000000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0002-0020-0001-000000000001,Meridian Credit Opportunities Fund I,a1b2c3d4-0002-0020-0002-000000000002,Midtown Towers – Atlanta GA,ending_nav_attributable,82211250.000000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0002-0020-0001-000000000001,Meridian Credit Opportunities Fund I,a1b2c3d4-0002-0020-0002-000000000002,Midtown Towers – Atlanta GA,fund_attributable_operating_cash_flow,-732902.100000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0002-0020-0001-000000000001,Meridian Credit Opportunities Fund I,a1b2c3d4-0002-0020-0002-000000000002,Midtown Towers – Atlanta GA,gross_return_amount,-650402.100000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0002-0020-0001-000000000001,Meridian Credit Opportunities Fund I,a1b2c3d4-0002-0020-0002-000000000002,Midtown Towers – Atlanta GA,beginning_nav_attributable,82293750.000000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0002-0020-0001-000000000001,Meridian Credit Opportunities Fund I,a1b2c3d4-0002-0020-0002-000000000002,Midtown Towers – Atlanta GA,ending_nav_attributable,28600000.000000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0002-0020-0001-000000000001,Meridian Credit Opportunities Fund I,a1b2c3d4-0002-0020-0002-000000000002,Midtown Towers – Atlanta GA,fund_attributable_operating_cash_flow,-728746.420000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0002-0020-0001-000000000001,Meridian Credit Opportunities Fund I,a1b2c3d4-0002-0020-0002-000000000002,Midtown Towers – Atlanta GA,gross_return_amount,-54422496.420000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
